9110 23683
1838 5076 190.01
1838 4926 205.75
1838 1839 72.12
1838 1837 78.44
1839 4927 227.89
1839 1838 72.12
1839 1840 72.09
1839 6155 189.79
1840 3677 194.25
1840 3676 249.95
1840 7782 39.43
1840 1839 72.09
1841 1842 44.75
1841 5651 47.12
1841 4249 289.28
1841 3132 85.40
1842 1841 44.75
1842 7618 96.76
1842 1843 78.78
1843 1842 78.78
1843 1844 143.90
1843 2149 123.38
1844 1843 143.90
1845 324 68.94
1845 323 97.92
1845 7298 99.20
1846 7824 71.77
1846 5947 164.01
1846 2439 75.70
1846 7298 35.88
1847 3846 74.82
1847 3847 78.71
1847 1848 173.60
1847 7824 652.38
1848 5876 81.39
1848 4474 84.99
1848 1847 173.60
1849 5558 21.81
1849 1320 138.60
1849 6535 278.38
1850 1851 90.23
1850 2165 90.04
1850 2932 119.47
1850 3954 180.30
1851 6639 43.67
1851 433 44.76
1851 1852 78.73
1851 1850 90.23
1852 434 46.54
1852 1851 78.73
1852 6639 88.87
1853 1854 153.79
1853 1636 70.21
1853 3148 41.66
1854 1477 98.58
1854 1853 153.79
1854 4072 85.73
1855 1856 41.25
1855 1990 48.92
1855 5028 110.30
1856 1857 40.07
1856 1855 41.25
1856 3967 110.30
1857 1856 40.07
1857 4951 120.60
1857 5029 110.30
1858 1859 221.67
1859 1860 202.25
1859 1858 221.67
1859 6468 84.04
1860 1859 202.25
1860 3178 122.10
1860 9068 39.10
1861 1862 322.43
1861 5682 107.90
1862 1863 91.76
1862 1861 322.43
1862 2347 154.45
1863 1862 91.76
1863 6384 86.62
1863 277 36.80
1864 2496 115.84
1864 1865 99.57
1864 166 196.19
1865 5333 115.93
1865 4065 139.86
1865 1864 99.57
1865 132 140.70
1866 3946 100.28
1866 8217 264.35
1866 8899 233.67
1867 7543 9.32
1867 3724 48.92
1867 192 211.91
1868 3931 60.25
1868 3966 90.77
1868 3930 118.68
1869 1706 24.51
1869 1870 107.92
1869 2194 58.59
1870 8114 23.15
1870 1869 107.92
1870 2145 226.88
1871 2929 166.27
1871 8114 68.04
1871 4558 268.90
1872 1873 178.91
1872 1797 169.38
1872 2905 121.33
1873 1874 145.75
1873 1872 178.91
1873 2906 116.87
1874 1184 100.83
1874 1873 145.75
1874 2907 144.84
1874 3807 294.85
1875 1179 164.99
1875 1182 25.97
1875 1064 127.61
1876 2192 37.50
1876 1182 52.95
1876 404 435.06
1877 2141 92.48
1877 8114 283.56
1877 2143 332.62
1878 1879 181.14
1878 2831 48.73
1878 1750 49.76
1879 1878 181.14
1879 2832 50.27
1879 1751 50.70
1880 7455 6.28
1880 2968 61.82
1881 7455 125.96
1881 1882 120.39
1881 2463 50.07
1881 1746 48.15
1882 2828 48.81
1882 1883 128.43
1882 1747 49.60
1883 2829 48.61
1883 1884 117.44
1883 1882 128.43
1883 1748 50.10
1884 1883 117.44
1884 439 136.38
1884 1749 49.59
1884 2830 49.80
1885 3772 171.97
1885 8383 210.06
1885 1886 107.87
1886 1887 77.51
1886 3773 170.86
1886 1885 107.87
1886 3757 186.28
1887 3454 35.73
1887 1886 77.51
1887 8382 170.63
1888 1889 46.82
1889 1888 46.82
1889 5946 60.92
1889 6221 71.46
1890 7439 10.13
1890 4281 86.56
1891 4282 111.51
1891 1892 78.49
1891 7439 79.27
1892 2695 46.25
1892 2694 106.47
1892 1891 78.49
1893 677 114.55
1894 6890 102.55
1894 6930 108.92
1894 1585 89.11
1895 365 71.67
1895 1585 89.07
1895 2949 103.46
1896 7386 73.26
1896 4774 108.61
1896 2554 257.75
1897 4850 35.53
1898 806 50.86
1898 1897 64.15
1898 5383 103.88
1899 1900 99.22
1900 1899 99.22
1900 1901 205.85
1900 8312 151.95
1900 1642 81.25
1901 5362 29.99
1901 7696 8.76
1901 1900 205.85
1902 4380 76.91
1902 1903 75.05
1902 5082 96.65
1903 3961 139.23
1903 1904 82.21
1903 1902 75.05
1903 3960 99.13
1904 1905 71.08
1904 4559 99.37
1904 1903 82.21
1904 4809 95.22
1905 1904 71.08
1905 2509 26.03
1905 2508 50.02
1906 4335 70.17
1906 4794 132.43
1906 4334 150.53
1907 1353 137.82
1907 5109 72.71
1907 371 94.33
1908 5545 80.84
1908 403 109.87
1908 3943 203.65
1909 8167 14.86
1909 428 244.56
1909 1738 240.65
1910 1911 42.86
1910 2011 29.24
1910 2010 203.66
1911 8167 39.51
1911 1910 42.86
1911 9027 122.60
1912 8168 45.80
1912 5424 37.08
1912 6309 605.74
1913 1914 48.31
1913 1739 200.73
1913 5424 48.02
1914 1915 48.47
1914 1913 48.31
1914 1740 191.90
1915 1914 48.47
1915 5870 30.84
1915 1741 182.73
1916 1917 128.60
1917 3394 99.56
1917 1916 128.60
1917 1393 96.55
1918 1919 188.58
1919 3562 23.75
1919 1918 188.58
1919 3563 460.48
1920 4751 41.71
1921 1922 72.95
1921 4882 93.22
1921 660 93.63
1922 1921 72.95
1922 3219 109.47
1922 1923 205.91
1922 661 97.60
1923 1922 205.91
1923 7546 33.37
1923 930 62.95
1923 662 96.87
1924 8365 147.52
1924 3159 31.78
1924 6033 96.69
1925 1926 54.41
1925 4461 46.24
1925 4460 78.23
1926 1925 54.41
1927 1928 130.75
1927 2783 72.07
1927 944 74.27
1928 946 59.13
1928 3213 75.26
1929 1930 181.57
1930 1741 83.41
1930 259 135.01
1930 1929 181.57
1930 3597 57.55
1931 1932 252.11
1931 8067 61.37
1931 2436 91.69
1931 6122 112.28
1932 1931 252.11
1932 1933 140.97
1932 2437 89.45
1932 6120 81.36
1933 1932 140.97
1933 1934 142.79
1933 2438 87.26
1934 1933 142.79
1934 1935 32.60
1934 2349 69.12
1935 5874 85.53
1935 1934 32.60
1935 4108 152.63
1936 6229 87.09
1936 5624 37.45
1937 280 59.92
1937 1936 116.25
1938 7797 220.78
1938 7312 346.98
1938 5344 112.16
1939 67 148.52
1939 8456 86.72
1939 1940 128.61
1940 1939 128.61
1940 4098 78.58
1940 4099 76.24
1941 7549 96.59
1941 1942 78.12
1941 2312 78.08
1941 8742 19.59
1942 1943 48.27
1942 5484 86.33
1942 6037 73.15
1942 1941 78.12
1943 1944 90.17
1943 1942 48.27
1944 1407 64.39
1944 1945 42.96
1944 1943 90.17
1945 4884 125.28
1945 1944 42.96
1945 1946 104.09
1945 4885 72.88
1946 1945 104.09
1946 5441 73.86
1946 1716 27.31
1947 1948 53.20
1947 8068 64.90
1947 5952 254.40
1948 1947 53.20
1949 549 140.18
1949 9037 38.13
1949 8069 153.20
1950 9037 16.34
1950 3136 70.34
1950 550 71.06
1951 550 38.76
1952 1953 231.78
1953 9006 22.39
1953 1952 231.78
1953 3597 55.54
1954 1955 54.19
1954 318 70.19
1954 8992 95.76
1955 1956 44.98
1955 5629 68.60
1956 6342 68.92
1956 1098 68.20
1957 1958 26.67
1957 321 75.72
1958 6061 67.56
1959 1960 269.89
1959 2641 47.44
1959 2640 99.75
1960 2837 90.95
1960 1959 269.89
1960 4879 98.41
1961 1537 137.55
1961 3533 103.60
1961 5407 111.16
1961 7991 172.24
1962 6703 73.92
1962 6704 203.78
1962 7991 218.19
1963 3119 106.21
1963 5282 135.53
1964 2238 82.70
1964 2021 83.90
1964 1963 237.70
1965 1964 130.62
1965 2776 82.28
1965 2775 83.91
1966 5283 83.44
1966 8982 191.61
1966 8977 82.43
1967 1966 164.05
1967 4907 84.03
1967 3121 82.45
1968 1967 276.11
1968 3122 80.79
1968 5284 84.58
1969 1968 161.69
1969 8402 294.23
1969 3123 82.88
1969 5285 83.33
1970 5492 41.20
1971 5682 192.02
1972 4839 60.69
1972 1973 59.70
1972 3419 205.15
1972 3415 154.26
1973 8877 6.77
1973 3417 181.24
1973 1972 59.70
1974 4339 116.90
1974 553 79.34
1974 1656 79.29
1975 213 138.13
1975 5062 409.13
1975 1707 149.36
1976 1977 80.80
1976 5480 48.96
1976 8611 42.38
1977 1976 80.80
1978 1979 130.83
1978 2696 66.28
1978 6222 90.16
1979 1980 123.23
1979 1978 130.83
1979 8350 91.21
1980 1979 123.23
1981 1982 130.55
1982 1983 279.33
1982 1981 130.55
1982 7406 75.36
1982 2584 116.31
1983 1982 279.33
1983 5655 75.47
1983 1984 153.09
1984 5656 75.67
1984 1985 129.75
1984 1983 153.09
1984 6051 80.01
1985 1984 129.75
1985 416 160.47
1985 417 138.26
1986 3602 118.71
1986 417 30.58
1986 6806 182.97
1987 1988 150.34
1987 8216 68.51
1987 3605 83.91
1987 4369 84.88
1988 1987 150.34
1989 5821 179.14
1990 5589 37.37
1990 8891 136.31
1990 1855 48.92
1991 1992 101.98
1991 8573 57.93
1991 5534 47.36
1992 1991 101.98
1993 1994 62.21
1994 1995 116.33
1994 1993 62.21
1994 8436 38.95
1995 1994 116.33
1995 9006 82.78
1995 3760 467.42
1996 1997 120.86
1997 1996 120.86
1997 3384 49.68
1997 4059 84.74
1998 7501 6.59
1998 3080 117.31
1998 7477 394.42
1999 2000 42.52
2000 1999 42.52
2000 4037 105.11
2000 4036 75.55
2001 6985 71.17
2002 6985 6.15
2002 3477 87.24
2002 6984 150.08
2003 566 56.20
2003 9086 199.34
2003 1661 260.50
2004 2005 89.80
2004 566 49.54
2004 2542 163.92
2005 2004 89.80
2005 2070 89.66
2005 1040 192.04
2006 7641 167.05
2006 2007 97.48
2006 1040 250.34
2007 2008 40.36
2007 9088 131.35
2007 2006 97.48
2008 2007 40.36
2008 7640 73.74
2008 4652 460.27
2009 5938 116.00
2009 3496 79.19
2009 8259 60.88
2010 1910 203.66
2011 1910 29.24
2011 8168 91.85
2011 3463 216.56
2012 2950 54.95
2012 3796 78.90
2012 2013 91.71
2013 2950 73.11
2013 2014 128.66
2013 2012 91.71
2014 2013 128.66
2015 4431 83.08
2015 4578 16.59
2016 2015 89.95
2016 2085 185.69
2017 2016 46.25
2018 2017 45.80
2019 2020 246.85
2019 976 72.14
2019 1004 30.86
2020 2019 246.85
2020 6274 84.14
2020 624 102.19
2021 1964 83.90
2021 2775 117.30
2021 5282 133.15
2021 2022 371.30
2022 2023 352.35
2022 2021 371.30
2022 3208 83.42
2023 2024 362.57
2023 2022 352.35
2023 4907 82.61
2024 2025 161.88
2024 2023 362.57
2024 5284 82.36
2025 5495 86.06
2025 2024 161.88
2025 5285 82.16
2025 7756 153.94
2026 64 42.31
2026 2027 233.15
2026 6564 230.56
2027 2028 83.53
2027 2026 233.15
2027 2372 314.33
2027 3226 430.20
2028 2371 105.51
2028 2029 85.50
2028 2027 83.53
2028 2372 275.64
2029 592 44.37
2029 7732 112.77
2029 2372 263.07
2029 2028 85.50
2030 592 46.15
2030 2880 123.60
2030 2031 85.70
2030 65 319.72
2031 3085 144.31
2031 2030 85.70
2031 2881 132.61
2032 1818 36.12
2033 5994 173.84
2033 8095 52.07
2033 8860 68.76
2034 2035 44.94
2034 6213 176.43
2034 227 121.73
2035 407 94.56
2035 2034 44.94
2035 5970 156.91
2035 5969 252.69
2036 2037 86.33
2036 407 86.73
2036 6214 157.10
2036 6532 243.94
2037 2038 87.06
2037 2036 86.33
2037 5206 155.66
2037 5205 150.94
2038 2039 84.47
2038 2037 87.06
2038 3198 156.60
2038 7575 84.84
2039 2040 25.83
2039 2038 84.47
2039 6215 154.82
2040 2039 25.83
2040 5677 143.76
2040 7575 114.37
2041 2823 116.10
2041 2822 39.96
2041 1501 75.33
2042 2043 152.92
2042 7556 179.44
2042 692 99.61
2042 4732 53.13
2043 2044 145.56
2043 2042 152.92
2043 694 99.53
2043 4733 53.14
2044 2043 145.56
2044 695 105.28
2044 4734 42.28
2045 696 90.67
2045 2044 81.97
2046 697 68.59
2046 4735 41.94
2046 2045 118.51
2047 2079 65.03
2048 2049 105.70
2048 2199 88.71
2048 1516 78.37
2049 2048 105.70
2049 1517 75.37
2049 2050 113.71
2050 1518 77.20
2050 1519 141.07
2050 2049 113.71
2051 2378 101.24
2052 46 155.83
2052 3448 86.32
2052 2053 328.81
2052 3089 86.85
2053 2054 91.32
2053 2052 328.81
2053 3449 119.24
2054 2053 91.32
2054 7496 134.49
2054 3443 113.81
2055 2140 140.82
2055 2141 100.40
2055 2056 88.35
2056 70 132.70
2056 4965 214.87
2056 2057 82.78
2056 2055 88.35
2057 769 90.35
2057 5571 298.56
2057 2056 82.78
2057 69 146.98
2058 769 84.45
2058 3518 38.55
2058 101 120.19
2059 9020 56.54
2059 9019 58.15
2059 1694 194.49
2060 939 88.53
2060 2061 85.46
2060 4781 88.01
2061 2062 67.43
2061 2060 85.46
2061 4781 123.37
2062 2061 67.43
2062 4704 104.16
2062 2063 111.77
2062 470 187.45
2063 2062 111.77
2064 2065 247.48
2064 4167 128.71
2064 3177 96.60
2065 2064 247.48
2065 3204 93.66
2065 1305 148.27
2066 2067 41.86
2066 1305 38.35
2066 7769 83.58
2067 6433 80.70
2067 3869 152.19
2067 2066 41.86
2067 5096 92.09
2068 7796 92.31
2068 4686 53.92
2068 8 134.86
2069 1701 163.22
2069 5580 85.50
2069 5605 169.67
2070 2005 89.66
2070 7639 34.46
2071 8369 97.75
2071 2195 82.51
2071 2072 111.75
2072 2196 81.90
2072 2071 111.75
2072 987 98.67
2073 2074 108.00
2073 4942 139.61
2073 4943 163.91
2074 1646 103.94
2074 2073 108.00
2074 5352 162.98
2075 6014 163.30
2075 5668 139.23
2075 2076 109.23
2075 1646 101.17
2076 6015 163.47
2076 2512 38.17
2076 2075 109.23
2077 2078 137.60
2077 2384 52.19
2077 2383 87.14
2078 2079 164.90
2078 4359 54.04
2079 2300 55.88
2079 2047 65.03
2079 2080 169.70
2080 4360 56.31
2080 4728 109.17
2080 4361 166.52
2080 2079 169.70
2081 526 260.14
2082 2083 75.10
2082 1151 150.20
2082 2967 103.69
2082 2966 90.97
2083 2084 72.94
2083 3568 102.83
2083 2082 75.10
2083 3498 73.05
2084 2083 72.94
2084 3569 99.74
2084 2085 122.97
2084 4574 92.19
2085 5382 47.80
2085 2016 185.69
2085 2084 122.97
2086 4071 131.68
2086 2087 195.64
2086 918 89.38
2086 3590 88.63
2087 2088 241.82
2087 2086 195.64
2087 5016 96.68
2087 3591 89.33
2088 2087 241.82
2088 2089 235.03
2088 3592 89.93
2089 2088 235.03
2090 7956 36.38
2090 4630 133.92
2090 2091 341.75
2091 2090 341.75
2091 3544 135.30
2092 2974 139.49
2092 4274 84.57
2092 5426 85.56
2093 2092 241.72
2093 2094 121.02
2093 2743 84.32
2093 2742 85.93
2094 2093 121.02
2094 2095 393.83
2094 6385 86.03
2094 4275 82.62
2095 3203 67.72
2095 2096 207.26
2095 2094 393.83
2096 7875 68.57
2096 7737 287.43
2096 2095 207.26
2097 4265 251.05
2097 2098 95.51
2097 610 323.81
2098 4266 194.38
2098 2099 89.83
2098 2097 95.51
2099 3546 152.61
2099 2100 81.48
2099 2098 89.83
2100 3223 120.79
2100 3222 81.12
2100 2099 81.48
2101 5442 53.41
2101 2790 17.77
2102 928 99.83
2102 1220 141.27
2103 2104 88.35
2103 7440 292.07
2103 4284 171.15
2104 2103 88.35
2105 2106 102.52
2105 5429 291.96
2105 5597 150.06
2106 3543 80.75
2106 2107 66.61
2107 2108 206.33
2107 5597 107.60
2107 2106 66.61
2108 8322 22.46
2108 8323 24.66
2108 2107 206.33
2109 8322 308.92
2109 6249 76.35
2110 7969 15.66
2110 2111 80.96
2110 6500 169.81
2111 2110 80.96
2111 5973 170.84
2111 412 83.06
2111 4601 181.25
2112 912 42.42
2113 6217 231.13
2113 4604 231.00
2113 912 84.35
2114 2115 31.75
2114 2115 31.75
2114 7882 176.92
2115 2114 31.75
2115 2114 31.75
2115 235 86.10
2116 2117 124.63
2116 2942 32.89
2117 2116 124.63
2117 5322 69.43
2117 2943 29.31
2118 5622 71.36
2118 2941 28.15
2118 2119 85.25
2119 2118 85.25
2120 2121 41.48
2120 6579 102.59
2120 4613 114.80
2121 2120 41.48
2121 4614 114.41
2121 2122 41.81
2121 5418 104.10
2122 4615 115.67
2122 7822 81.03
2122 2121 41.81
2122 5899 103.92
2123 8044 70.40
2123 8492 71.57
2124 2125 148.65
2124 5682 468.88
2124 8497 53.03
2124 8492 715.85
2125 2124 148.65
2125 2126 300.07
2125 3909 115.43
2126 2125 300.07
2126 2127 64.57
2126 3558 288.73
2127 2126 64.57
2127 8485 19.32
2127 4813 340.37
2128 1582 86.99
2128 27 196.83
2128 2726 89.74
2129 1582 89.96
2129 1111 139.81
2129 2727 88.88
2129 2948 89.34
2130 6471 41.54
2131 5811 49.04
2131 4461 111.85
2131 3482 299.12
2132 6138 450.07
2133 4145 41.09
2133 8184 47.96
2133 2134 64.27
2134 2133 64.27
2135 5980 34.45
2135 3226 101.14
2135 2136 84.71
2136 2135 84.71
2136 2371 314.91
2136 2370 80.03
2137 5591 82.65
2137 2138 172.65
2138 2137 172.65
2138 3161 105.78
2138 6103 104.27
2139 2140 71.71
2140 2055 140.82
2140 2139 71.71
2140 4965 122.50
2141 2142 137.16
2141 1877 92.48
2141 2055 100.40
2142 2141 137.16
2142 2143 152.57
2142 5927 85.75
2143 2142 152.57
2143 5927 176.61
2143 1877 332.62
2144 2145 44.45
2144 4557 92.60
2144 4964 83.37
2145 2144 44.45
2145 6252 41.82
2145 1870 226.88
2145 4558 93.32
2146 6398 199.46
2147 2148 58.54
2147 1410 152.31
2147 4248 398.56
2148 2147 58.54
2148 5651 127.92
2148 1412 154.22
2149 8210 76.42
2149 1413 148.14
2149 1843 123.38
2150 5054 165.22
2151 2152 74.39
2151 5612 78.33
2151 5852 121.06
2152 2151 74.39
2153 2154 148.00
2154 399 101.56
2154 2155 155.56
2154 2153 148.00
2155 400 82.75
2155 8794 28.58
2155 2154 155.56
2156 8794 171.68
2156 2157 173.93
2156 2840 90.67
2156 4052 176.43
2157 2841 92.19
2157 2158 365.33
2157 2156 173.93
2158 2157 365.33
2158 2842 109.95
2158 4047 178.99
2158 1531 103.04
2159 2160 39.68
2159 1531 40.32
2160 2844 113.30
2160 2159 39.68
2160 2161 84.78
2161 2162 44.57
2161 2160 84.78
2161 2845 114.53
2161 4050 177.47
2162 2161 44.57
2163 8078 44.03
2163 5809 134.14
2163 6506 80.55
2164 2165 39.29
2164 8078 6.94
2164 3954 133.20
2165 2164 39.29
2165 2932 80.08
2165 1850 90.04
2166 2422 78.76
2166 7808 116.68
2166 1084 98.76
2167 665 106.83
2167 5445 77.16
2167 3286 78.20
2168 825 315.75
2168 8826 817.39
2168 2884 41.75
2168 8747 15.88
2169 825 120.30
2169 1052 98.00
2169 2170 230.77
2170 264 37.88
2170 1054 87.39
2171 7915 79.09
2171 4727 85.67
2172 2206 44.04
2172 7914 20.44
2172 8025 121.15
2172 7915 15.95
2173 3648 73.73
2173 814 103.75
2173 8026 73.41
2173 2174 90.12
2174 815 68.43
2174 4317 74.02
2174 2173 90.12
2175 2176 103.01
2175 6942 108.59
2175 5892 144.83
2175 4647 118.08
2176 4648 117.57
2176 2177 48.98
2176 5388 109.57
2177 2178 49.06
2177 2176 48.98
2177 4649 117.77
2178 2271 75.00
2178 2179 131.28
2178 2177 49.06
2178 2270 117.80
2179 2180 18.09
2179 2261 93.30
2179 2178 131.28
2180 2179 18.09
2180 3703 152.08
2180 3702 26.27
2180 2181 46.99
2181 52 23.52
2181 9073 183.40
2181 2180 46.99
2182 8018 70.69
2182 8249 40.68
2182 4337 47.99
2183 2184 63.07
2183 5584 97.21
2183 5986 21.27
2184 2185 68.45
2184 2183 63.07
2184 61 78.66
2185 2184 68.45
2185 3538 120.76
2186 780 159.08
2187 2188 48.87
2187 7369 177.85
2187 3712 129.30
2188 2187 48.87
2188 2189 48.94
2188 2402 226.96
2189 7580 166.46
2189 2188 48.94
2189 3244 226.93
2190 2191 103.38
2190 3297 40.81
2190 1630 54.02
2191 2190 103.38
2192 2193 64.60
2192 1876 37.50
2192 5926 108.36
2193 2194 67.17
2193 2192 64.60
2193 291 29.39
2194 2193 67.17
2194 4965 151.55
2194 1869 58.59
2195 2196 110.16
2195 2071 82.51
2195 2997 168.73
2196 2197 126.87
2196 2195 110.16
2196 2072 81.90
2196 2603 86.50
2197 2196 126.87
2197 2604 86.25
2198 8829 107.15
2198 1513 68.27
2198 8653 235.26
2199 1515 84.29
2199 2048 88.71
2199 1514 137.33
2200 2201 211.11
2200 5512 68.56
2200 5513 59.63
2201 2200 211.11
2201 1373 50.10
2201 35 64.16
2202 4176 73.36
2202 4175 12.79
2202 2203 100.30
2203 2204 236.59
2203 2202 100.30
2203 5499 186.78
2204 1523 243.17
2204 2203 236.59
2204 6010 88.42
2204 5815 79.58
2205 6 49.57
2206 7922 21.41
2206 2172 44.04
2206 6200 112.44
2207 87 168.05
2208 4560 123.20
2209 3052 110.99
2209 6533 138.70
2209 18 199.55
2210 6409 59.06
2210 4008 98.88
2211 2210 125.77
2211 4009 83.11
2211 6361 70.43
2212 2213 69.84
2212 5757 135.12
2213 2214 68.32
2213 2212 69.84
2214 2215 103.75
2214 2213 68.32
2214 6538 183.80
2215 2216 120.33
2215 2214 103.75
2215 6476 194.30
2216 521 103.96
2216 2215 120.33
2216 1695 259.17
2217 762 107.17
2217 521 112.60
2217 5298 227.04
2217 1697 259.36
2218 2219 80.70
2218 4245 92.42
2218 4244 171.87
2219 2218 80.70
2219 3561 232.62
2219 7806 279.46
2220 1128 715.81
2220 3392 250.19
2220 3391 298.29
2221 4543 44.84
2221 1507 75.63
2222 2223 310.02
2222 6594 80.85
2222 2449 62.18
2223 2222 310.02
2223 4611 631.46
2223 7985 609.07
2224 204 245.03
2224 7962 686.02
2224 4704 1218.76
2225 2226 46.93
2225 3476 59.01
2225 6046 77.61
2226 2225 46.93
2227 5287 163.37
2227 5287 163.37
2227 7343 160.23
2228 3816 90.57
2228 4186 87.32
2228 6723 51.81
2229 2230 126.22
2229 4549 423.26
2229 1030 267.00
2230 2229 126.22
2230 2231 66.69
2230 3096 210.72
2231 3096 164.65
2231 2230 66.69
2231 8274 118.15
2232 2233 194.89
2232 3257 112.66
2232 3256 113.03
2233 2232 194.89
2233 2956 110.77
2233 2955 108.96
2234 2235 72.61
2234 214 76.11
2234 5940 149.37
2234 8193 37.16
2235 2234 72.61
2235 5698 158.06
2235 4083 81.71
2236 2237 137.04
2236 2933 470.33
2236 3170 128.88
2237 2236 137.04
2237 3171 56.51
2238 2239 83.27
2238 1964 82.70
2238 3120 71.56
2239 2240 41.29
2239 2238 83.27
2239 3166 111.51
2240 2241 70.81
2240 2239 41.29
2240 3054 76.28
2240 9094 105.52
2241 22 253.81
2241 2240 70.81
2241 2778 163.76
2241 9094 68.40
2242 2243 80.88
2242 2248 21.67
2242 5710 91.28
2243 1543 47.64
2243 1543 47.64
2243 2242 80.88
2244 23 70.23
2244 4509 164.18
2244 2245 87.61
2244 2779 138.56
2245 4939 165.05
2245 1580 87.30
2245 2244 87.61
2245 2780 139.99
2246 1580 90.17
2246 1105 157.00
2246 2781 139.81
2246 2947 113.27
2247 943 100.08
2247 2782 112.89
2247 1105 114.89
2247 3685 162.52
2248 2242 21.67
2248 943 147.90
2248 2783 112.10
2249 4540 50.42
2249 8791 22.98
2249 9051 164.09
2250 66 41.16
2250 6964 116.88
2251 4849 16.28
2252 2251 126.56
2252 2464 52.25
2252 2463 48.88
2253 2828 49.89
2253 2252 120.61
2253 5895 51.46
2254 2253 128.46
2254 5894 52.34
2254 2829 49.07
2255 5252 52.00
2255 2254 116.69
2255 2830 49.66
2256 2257 67.45
2257 2258 23.11
2257 2256 67.45
2257 3214 60.75
2258 2257 23.11
2258 2259 332.02
2258 2894 37.16
2259 7420 74.23
2259 2258 332.02
2259 1286 88.82
2259 5922 92.29
2260 682 102.78
2261 8284 94.89
2261 2262 203.63
2261 2179 93.30
2262 1367 45.05
2262 5390 96.44
2262 682 383.80
2262 2261 203.63
2263 4853 49.17
2263 2264 126.21
2264 2265 120.32
2264 2263 126.21
2264 1360 49.60
2264 2467 49.39
2265 2266 128.14
2265 1361 49.04
2265 5684 49.57
2265 2264 120.32
2266 8843 110.43
2266 2265 128.14
2266 5685 49.75
2266 1362 49.42
2267 1364 49.35
2267 5686 49.38
2267 445 135.71
2267 2268 131.21
2268 1365 49.41
2268 5435 49.79
2268 2269 95.52
2268 2267 131.21
2269 1366 49.83
2269 3388 50.22
2269 2268 95.52
2269 2270 127.60
2270 4447 195.36
2270 4649 48.79
2270 2178 117.80
2270 2269 127.60
2271 1363 48.91
2271 5687 43.98
2271 2178 75.00
2271 9078 108.82
2272 7936 286.51
2272 6828 206.81
2272 1131 72.50
2273 2274 58.18
2273 647 270.91
2273 1288 271.87
2274 2273 58.18
2274 1288 264.58
2274 6470 157.54
2275 1327 280.62
2275 7479 334.96
2276 2277 78.45
2276 5400 59.77
2276 1160 28.96
2277 2276 78.45
2277 2278 191.83
2277 3985 110.29
2277 4293 147.17
2278 8987 66.94
2278 2277 191.83
2278 124 136.40
2279 3988 86.88
2279 6732 154.55
2279 2280 258.15
2279 3987 144.81
2280 7481 17.80
2280 4135 121.17
2280 2279 258.15
2281 9042 161.74
2281 3828 63.29
2282 7758 75.30
2282 8678 121.79
2282 7059 52.61
2283 7758 28.84
2283 7070 112.42
2284 1414 258.61
2285 2286 122.13
2285 6138 182.80
2285 5950 40.95
2286 2285 122.13
2287 2288 77.05
2287 2823 67.10
2287 2382 244.23
2288 2289 62.30
2288 2287 77.05
2288 4527 108.17
2288 4528 166.14
2289 2288 62.30
2289 6057 110.63
2289 5137 109.48
2290 1219 87.28
2290 7875 101.50
2291 904 27.81
2291 6417 81.12
2291 2292 164.76
2291 1325 210.62
2292 3015 80.48
2292 905 31.85
2292 2291 164.76
2293 2294 100.90
2293 2625 227.70
2293 2898 62.81
2294 2293 100.90
2294 2295 174.72
2294 7548 59.11
2295 2296 139.40
2295 2625 61.70
2295 2294 174.72
2296 2295 139.40
2296 2751 61.00
2296 2297 147.11
2297 5524 61.06
2297 2298 46.46
2297 2296 147.11
2297 1346 83.20
2298 2297 46.46
2298 1244 109.56
2298 7691 317.87
2299 1244 158.70
2299 7547 65.65
2299 2324 119.43
2300 4359 177.12
2300 4360 168.15
2300 2079 55.88
2300 2301 107.20
2301 5650 166.06
2301 2302 53.15
2301 2300 107.20
2302 4616 176.95
2302 7431 176.94
2302 2303 55.81
2302 2301 53.15
2303 3785 87.55
2303 3786 118.76
2303 2302 55.81
2304 6675 86.51
2304 2303 110.31
2305 2304 91.75
2306 2305 93.11
2306 6095 87.21
